date,channel,platform,campaign_id,campaign,objective,ad_group,creative_id,device,region,status,budget_daily,currency,impressions,clicks,conversions,revenue
2025-01-21,google_ads,google,3,Office,traffic,Black Friday,cr_8788,mobile,BA,active,795.06,BRL,956,28,2,1789.18
2025-01-21,google_ads,google,1,Empresarial,conversions,Lançamento,cr_2456,desktop,RN,active,1039.43,BRL,1463,68,5,9011.55
2025-01-21,google_ads,google,1,Empresarial,conversions,IPTU 0,cr_5034,mobile,RN,active,174.01,BRL,2409,94,5,6267.57
2025-01-22,google_ads,google,4,Apartamento,conversions,Remarketing,cr_1519,desktop,RN,active,1086.72,BRL,2010,53,3,5382.33
2025-01-22,google_ads,google,3,Office,traffic,Promo Janeiro,cr_6147,mobile,PE,active,1666.79,BRL,3043,124,3,3072.87
2025-01-22,google_ads,google,5,Casa,awareness,IPTU 0,cr_3853,desktop,CE,active,1206.82,BRL,2804,141,8,12133.6
2025-01-22,google_ads,google,4,Apartamento,conversions,Lançamento,cr_3361,mobile,BA,active,1102.72,BRL,1413,83,4,4575.44
2025-01-22,google_ads,google,4,Apartamento,conversions,IPTU 0,cr_1476,mobile,SE,active,1397.38,BRL,2820,159,7,5842.11
2025-01-22,google_ads,google,5,Casa,awareness,Lançamento,cr_1178,desktop,RN,active,1333.85,BRL,864,48,2,2732.92
2025-01-22,google_ads,google,2,Condominio,conversions,Lançamento,cr_5258,mobile,SE,active,997.03,BRL,975,29,1,1164.3
2025-01-22,google_ads,google,2,Condominio,conversions,IPTU 0,cr_4813,desktop,PE,active,1910.99,BRL,3457,167,13,23697.28
2025-01-22,google_ads,google,1,Empresarial,conversions,Promo Janeiro,cr_8792,mobile,BA,active,1402.76,BRL,3723,217,14,14327.14
2025-01-22,google_ads,google,1,Empresarial,conversions,Black Friday,cr_3592,mobile,PE,active,1003.18,BRL,3252,188,12,21629.78
2025-01-23,google_ads,google,4,Apartamento,conversions,Lançamento,cr_6238,desktop,CE,active,1757.96,BRL,1715,73,3,4022.41
2025-01-23,google_ads,google,1,Empresarial,conversions,Black Friday,cr_1087,mobile,PE,active,826.47,BRL,1147,45,2,3624.64
2025-01-23,google_ads,google,5,Casa,awareness,Promo Janeiro,cr_5405,mobile,SE,active,1044.89,BRL,1568,85,5,6552.88
2025-01-23,google_ads,google,5,Casa,awareness,IPTU 0,cr_8460,mobile,CE,active,479.92,BRL,3631,172,7,6665.93
2025-01-23,google_ads,google,2,Condominio,conversions,IPTU 0,cr_2332,mobile,BA,active,1221.58,BRL,3852,211,10,14711.59
2025-01-23,google_ads,google,1,Empresarial,conversions,Promo Janeiro,cr_4555,mobile,BA,active,187.78,BRL,634,14,0,0.0
2025-01-23,google_ads,google,2,Condominio,conversions,Lançamento,cr_2116,mobile,PE,active,1463.92,BRL,1000,52,3,4222.55
2025-01-23,google_ads,google,4,Apartamento,conversions,Lançamento,cr_2482,desktop,AL,active,1849.04,BRL,3474,199,13,24540.97
2025-01-23,google_ads,google,5,Casa,awareness,Black Friday,cr_5488,mobile,RN,active,1181.62,BRL,3117,109,3,5971.4
2025-01-23,google_ads,google,2,Condominio,conversions,IPTU 0,cr_6774,mobile,AL,active,682.74,BRL,1804,103,7,9713.14
2025-01-24,google_ads,google,2,Condominio,conversions,Black Friday,cr_1581,mobile,CE,active,1004.95,BRL,1483,31,1,973.44
2025-01-24,google_ads,google,1,Empresarial,conversions,Remarketing,cr_1811,mobile,AL,active,779.4,BRL,1561,87,3,5728.8
2025-01-24,google_ads,google,4,Apartamento,conversions,Black Friday,cr_2152,desktop,AL,active,1484.42,BRL,3783,134,10,11235.99
2025-01-24,google_ads,google,1,Empresarial,conversions,IPTU 0,cr_3387,desktop,AL,active,728.68,BRL,624,25,1,865.88
2025-01-24,google_ads,google,2,Condominio,conversions,Promo Janeiro,cr_6558,desktop,CE,active,1516.49,BRL,2873,119,5,9213.43
2025-01-24,google_ads,google,5,Casa,awareness,Remarketing,cr_3950,desktop,PE,active,731.97,BRL,3022,65,2,2802.73
2025-01-24,google_ads,google,2,Condominio,conversions,Promo Janeiro,cr_9345,desktop,CE,active,1749.37,BRL,3776,174,10,19068.29
2025-01-24,google_ads,google,2,Condominio,conversions,Remarketing,cr_3127,mobile,AL,active,1195.95,BRL,1722,79,5,5899.15
2025-01-24,google_ads,google,1,Empresarial,conversions,Black Friday,cr_9607,mobile,PE,active,1111.43,BRL,3579,104,3,5629.54
2025-01-24,google_ads,google,3,Office,traffic,Promo Janeiro,cr_6291,desktop,PE,active,1106.61,BRL,3875,157,6,6941.91
2025-01-25,google_ads,google,5,Casa,awareness,IPTU 0,cr_3838,desktop,PE,active,247.77,BRL,3031,170,12,11948.98
2025-01-25,google_ads,google,3,Office,traffic,Black Friday,cr_9493,desktop,SE,active,265.96,BRL,3872,228,10,19503.66
2025-01-25,google_ads,google,5,Casa,awareness,Lançamento,cr_9031,mobile,AL,active,109.98,BRL,2559,130,6,8317.76
2025-01-25,google_ads,google,1,Empresarial,conversions,Remarketing,cr_8836,mobile,PE,active,321.26,BRL,1676,66,4,5577.76
2025-01-25,google_ads,google,4,Apartamento,conversions,Black Friday,cr_9242,mobile,PE,active,354.44,BRL,2636,151,6,9216.81
2025-01-25,google_ads,google,1,Empresarial,conversions,IPTU 0,cr_1508,mobile,BA,active,1656.28,BRL,2826,120,6,8644.2
2025-01-25,google_ads,google,3,Office,traffic,Black Friday,cr_2616,mobile,AL,active,707.49,BRL,1646,98,3,2957.82
2025-01-25,google_ads,google,2,Condominio,conversions,Remarketing,cr_4655,desktop,BA,active,1133.56,BRL,1305,30,1,1614.76
2025-01-25,google_ads,google,3,Office,traffic,Black Friday,cr_4299,desktop,RN,active,939.23,BRL,3562,164,10,10359.17
2025-01-25,google_ads,google,3,Office,traffic,Remarketing,cr_2917,mobile,SE,active,1293.75,BRL,2555,112,4,5013.46
2025-01-26,google_ads,google,2,Condominio,conversions,IPTU 0,cr_9714,mobile,BA,active,200.82,BRL,557,18,1,850.89
2025-01-26,google_ads,google,3,Office,traffic,Lançamento,cr_4026,desktop,PE,active,283.13,BRL,694,40,3,3898.72
2025-01-26,google_ads,google,3,Office,traffic,Remarketing,cr_2713,desktop,BA,active,572.27,BRL,3996,130,8,6877.9
2025-01-26,google_ads,google,2,Condominio,conversions,Promo Janeiro,cr_5541,desktop,RN,active,557.86,BRL,2524,94,5,4325.05
2025-01-26,google_ads,google,5,Casa,awareness,Black Friday,cr_4907,desktop,CE,active,1402.03,BRL,3264,193,6,10118.47
2025-01-26,google_ads,google,3,Office,traffic,Black Friday,cr_6097,desktop,CE,active,441.29,BRL,1433,77,4,5463.09
2025-01-26,google_ads,google,3,Office,traffic,Lançamento,cr_8552,desktop,RN,active,625.19,BRL,2929,71,5,9974.3
2025-01-26,google_ads,google,5,Casa,awareness,Black Friday,cr_9221,mobile,RN,active,1833.86,BRL,3684,186,10,19286.67
2025-01-26,google_ads,google,1,Empresarial,conversions,Promo Janeiro,cr_4424,mobile,RN,active,1845.81,BRL,669,20,0,0.0
2025-01-26,google_ads,google,3,Office,traffic,IPTU 0,cr_8242,mobile,RN,active,590.29,BRL,3773,188,14,27132.24
2025-01-27,google_ads,google,1,Empresarial,conversions,IPTU 0,cr_2071,desktop,BA,active,1110.21,BRL,600,35,1,1431.9
2025-01-27,google_ads,google,1,Empresarial,conversions,Black Friday,cr_9921,mobile,BA,active,413.2,BRL,2900,137,6,5406.17
2025-01-27,google_ads,google,3,Office,traffic,Lançamento,cr_4745,desktop,CE,active,287.62,BRL,3726,175,7,9029.84
2025-01-27,google_ads,google,2,Condominio,conversions,Promo Janeiro,cr_7488,mobile,CE,active,788.61,BRL,2644,119,3,4125.52
2025-01-27,google_ads,google,4,Apartamento,conversions,IPTU 0,cr_3185,desktop,SE,active,1556.63,BRL,502,20,1,1875.5
2025-01-27,google_ads,google,5,Casa,awareness,Promo Janeiro,cr_8831,mobile,BA,active,408.65,BRL,2588,142,8,9747.76
2025-01-27,google_ads,google,2,Condominio,conversions,IPTU 0,cr_4650,mobile,CE,active,533.83,BRL,583,25,1,1783.62
2025-01-27,google_ads,google,1,Empresarial,conversions,Black Friday,cr_5119,mobile,BA,active,1538.98,BRL,539,18,0,0.0
2025-01-27,google_ads,google,3,Office,traffic,Black Friday,cr_6582,desktop,AL,active,1810.7,BRL,3473,169,9,9104.92
2025-01-27,google_ads,google,1,Empresarial,conversions,Lançamento,cr_8169,desktop,BA,active,1209.36,BRL,3598,103,7,8603.66
2025-01-28,google_ads,google,2,Condominio,conversions,Black Friday,cr_7703,mobile,PE,active,481.52,BRL,3917,208,7,5811.26
2025-01-28,google_ads,google,3,Office,traffic,Black Friday,cr_2491,mobile,BA,active,981.1,BRL,3378,75,3,4454.09
2025-01-28,google_ads,google,4,Apartamento,conversions,Promo Janeiro,cr_5207,desktop,RN,active,266.89,BRL,1215,30,2,3309.46
2025-01-28,google_ads,google,4,Apartamento,conversions,IPTU 0,cr_7726,desktop,PE,active,1772.42,BRL,3797,172,5,5162.07
2025-01-28,google_ads,google,5,Casa,awareness,Black Friday,cr_7259,desktop,PE,active,1135.35,BRL,3155,184,12,23988.58
2025-01-28,google_ads,google,2,Condominio,conversions,Remarketing,cr_4151,desktop,SE,active,1022.72,BRL,3561,202,10,19173.41
2025-01-28,google_ads,google,2,Condominio,conversions,Promo Janeiro,cr_8781,desktop,PE,active,1255.1,BRL,2474,51,2,3239.82
2025-01-28,google_ads,google,1,Empresarial,conversions,Lançamento,cr_7648,mobile,CE,active,1502.19,BRL,1738,66,4,6259.34
2025-01-28,google_ads,google,4,Apartamento,conversions,Lançamento,cr_9824,desktop,PE,active,1863.41,BRL,2374,95,3,5289.5
2025-01-28,google_ads,google,2,Condominio,conversions,Lançamento,cr_6255,desktop,CE,active,806.58,BRL,2452,71,4,5815.69
2025-01-29,google_ads,google,4,Apartamento,conversions,Remarketing,cr_2812,mobile,CE,active,952.15,BRL,2701,79,5,6136.74
2025-01-29,google_ads,google,4,Apartamento,conversions,Promo Janeiro,cr_8797,desktop,AL,active,705.85,BRL,863,35,1,1250.24
2025-01-29,google_ads,google,3,Office,traffic,IPTU 0,cr_5329,desktop,AL,active,1218.1,BRL,1027,42,2,2057.87
2025-01-29,google_ads,google,5,Casa,awareness,Promo Janeiro,cr_8649,mobile,CE,active,637.81,BRL,2795,105,8,9979.92
2025-01-29,google_ads,google,1,Empresarial,conversions,Black Friday,cr_4451,mobile,AL,active,976.51,BRL,2701,138,5,9974.9
2025-01-29,google_ads,google,1,Empresarial,conversions,Promo Janeiro,cr_5908,mobile,SE,active,650.11,BRL,3766,182,5,5317.51
2025-01-29,google_ads,google,1,Empresarial,conversions,Black Friday,cr_6227,desktop,BA,active,1770.02,BRL,705,36,1,1243.01
2025-01-29,google_ads,google,1,Empresarial,conversions,Promo Janeiro,cr_6886,desktop,SE,active,883.65,BRL,1706,84,4,5562.46
2025-01-29,google_ads,google,4,Apartamento,conversions,Lançamento,cr_9404,desktop,BA,active,875.21,BRL,1248,34,1,1673.48
2025-01-29,google_ads,google,3,Office,traffic,IPTU 0,cr_6909,mobile,RN,active,1946.56,BRL,605,14,0,0.0
2025-01-30,google_ads,google,1,Empresarial,conversions,Remarketing,cr_4404,desktop,SE,active,1568.38,BRL,3240,125,9,12451.81
2025-01-30,google_ads,google,1,Empresarial,conversions,Remarketing,cr_5494,desktop,RN,active,1694.41,BRL,847,26,0,0.0
2025-01-30,google_ads,google,2,Condominio,conversions,Remarketing,cr_1714,mobile,AL,active,391.64,BRL,1238,41,2,1641.92
2025-01-30,google_ads,google,1,Empresarial,conversions,Promo Janeiro,cr_6479,desktop,AL,active,1594.91,BRL,3727,202,11,12216.12
2025-01-30,google_ads,google,1,Empresarial,conversions,Remarketing,cr_6962,mobile,RN,active,1293.52,BRL,2601,119,8,7544.72
2025-01-30,google_ads,google,1,Empresarial,conversions,Promo Janeiro,cr_9761,mobile,CE,active,882.48,BRL,1617,75,3,4107.99
2025-01-30,google_ads,google,5,Casa,awareness,Promo Janeiro,cr_6672,desktop,BA,active,1266.82,BRL,1872,39,3,4856.08
2025-01-30,google_ads,google,1,Empresarial,conversions,Black Friday,cr_8307,mobile,BA,active,1199.34,BRL,1165,68,5,9910.29
2025-01-30,google_ads,google,5,Casa,awareness,Remarketing,cr_1385,mobile,BA,active,1116.15,BRL,1057,57,2,3852.83
2025-01-30,google_ads,google,1,Empresarial,conversions,IPTU 0,cr_5483,mobile,RN,active,1886.74,BRL,3423,156,9,14428.84
