date,channel,platform,campaign_id,campaign,objective,ad_group,creative_id,device,region,status,budget_daily,currency,impressions,clicks,conversions,revenue
2025-01-22,email,email,5,Casa,awareness,Promo Janeiro,cr_5675,mobile,RN,active,522.62,BRL,969,129,4,5671.13
2025-01-22,email,email,3,Office,traffic,IPTU 0,cr_9881,desktop,AL,active,1774.21,BRL,330,68,3,3205.71
2025-01-23,email,email,3,Office,traffic,Promo Janeiro,cr_3076,mobile,AL,active,1456.94,BRL,1166,283,13,14525.4
2025-01-23,email,email,4,Apartamento,conversions,Remarketing,cr_5046,mobile,SE,active,1683.33,BRL,604,131,6,3916.58
2025-01-23,email,email,3,Office,traffic,Lançamento,cr_6362,mobile,PE,active,1895.4,BRL,1055,243,8,7817.88
2025-01-23,email,email,5,Casa,awareness,IPTU 0,cr_8534,mobile,PE,active,1099.3,BRL,1181,121,6,8056.17
2025-01-23,email,email,3,Office,traffic,Remarketing,cr_7851,mobile,AL,active,1494.79,BRL,850,94,2,1955.94
2025-01-23,email,email,4,Apartamento,conversions,Black Friday,cr_7667,mobile,SE,active,246.3,BRL,467,139,8,7077.49
2025-01-23,email,email,5,Casa,awareness,Black Friday,cr_4826,mobile,PE,active,135.91,BRL,604,135,5,7404.59
2025-01-23,email,email,1,Empresarial,conversions,Black Friday,cr_4904,mobile,PE,active,947.9,BRL,416,54,2,2233.04
2025-01-23,email,email,3,Office,traffic,Promo Janeiro,cr_3938,mobile,AL,active,404.5,BRL,722,136,5,4372.36
2025-01-23,email,email,1,Empresarial,conversions,Black Friday,cr_7451,mobile,PE,active,1627.26,BRL,369,63,1,632.13
2025-01-24,email,email,4,Apartamento,conversions,Remarketing,cr_1942,mobile,PE,active,337.88,BRL,1275,328,6,6123.27
2025-01-24,email,email,1,Empresarial,conversions,Remarketing,cr_2158,desktop,CE,active,1730.57,BRL,1378,305,8,6268.63
2025-01-24,email,email,1,Empresarial,conversions,Black Friday,cr_7333,desktop,AL,active,1419.13,BRL,892,199,8,10312.15
2025-01-24,email,email,5,Casa,awareness,IPTU 0,cr_7732,mobile,RN,active,1556.26,BRL,1014,225,7,8958.92
2025-01-24,email,email,2,Condominio,conversions,Remarketing,cr_5607,desktop,AL,active,506.3,BRL,553,135,7,8757.2
2025-01-24,email,email,2,Condominio,conversions,Lançamento,cr_8497,desktop,BA,active,1468.14,BRL,533,104,3,4301.93
2025-01-24,email,email,4,Apartamento,conversions,Black Friday,cr_7537,desktop,SE,active,762.56,BRL,1499,408,13,13357.03
2025-01-24,email,email,4,Apartamento,conversions,IPTU 0,cr_9334,mobile,AL,active,725.15,BRL,242,61,2,1926.88
2025-01-24,email,email,1,Empresarial,conversions,Promo Janeiro,cr_1039,desktop,PE,active,837.94,BRL,413,50,1,602.21
2025-01-24,email,email,4,Apartamento,conversions,Remarketing,cr_6585,mobile,SE,active,122.8,BRL,551,63,3,3629.39
2025-01-25,email,email,4,Apartamento,conversions,Promo Janeiro,cr_5075,desktop,CE,active,208.52,BRL,1434,181,8,5881.66
2025-01-25,email,email,1,Empresarial,conversions,IPTU 0,cr_1732,mobile,RN,active,1167.07,BRL,504,79,1,955.42
2025-01-25,email,email,1,Empresarial,conversions,IPTU 0,cr_3171,mobile,CE,active,1590.76,BRL,294,74,3,2400.46
2025-01-25,email,email,2,Condominio,conversions,Lançamento,cr_7994,mobile,RN,active,1247.86,BRL,1155,287,14,15945.98
2025-01-25,email,email,1,Empresarial,conversions,IPTU 0,cr_8288,mobile,RN,active,1247.76,BRL,1328,338,17,10686.25
2025-01-25,email,email,3,Office,traffic,Remarketing,cr_1198,mobile,BA,active,1797.44,BRL,501,67,2,2750.92
2025-01-25,email,email,2,Condominio,conversions,IPTU 0,cr_2760,mobile,SE,active,1324.45,BRL,1135,335,17,20029.23
2025-01-25,email,email,3,Office,traffic,Promo Janeiro,cr_3641,desktop,AL,active,1309.92,BRL,585,142,4,4470.41
2025-01-25,email,email,2,Condominio,conversions,Lançamento,cr_5111,mobile,AL,active,602.09,BRL,801,127,7,8927.95
2025-01-25,email,email,4,Apartamento,conversions,IPTU 0,cr_9259,mobile,RN,active,1046.28,BRL,731,120,5,4193.85
2025-01-26,email,email,3,Office,traffic,Promo Janeiro,cr_5740,desktop,SE,active,1834.15,BRL,872,235,8,11656.21
2025-01-26,email,email,4,Apartamento,conversions,Black Friday,cr_1753,mobile,AL,active,1785.23,BRL,1060,207,10,10013.16
2025-01-26,email,email,3,Office,traffic,Promo Janeiro,cr_9731,mobile,CE,active,778.26,BRL,838,93,3,3546.18
2025-01-26,email,email,3,Office,traffic,Remarketing,cr_2094,desktop,CE,active,757.4,BRL,1107,239,5,4872.52
2025-01-26,email,email,5,Casa,awareness,Promo Janeiro,cr_2959,mobile,PE,active,1063.34,BRL,596,73,4,2906.1
2025-01-26,email,email,2,Condominio,conversions,Black Friday,cr_9441,desktop,RN,active,920.01,BRL,1163,162,4,4618.71
2025-01-26,email,email,2,Condominio,conversions,Lançamento,cr_4506,mobile,BA,active,1394.86,BRL,559,130,7,6164.59
2025-01-26,email,email,2,Condominio,conversions,IPTU 0,cr_4428,desktop,BA,active,1958.23,BRL,1417,280,9,13331.57
2025-01-26,email,email,5,Casa,awareness,IPTU 0,cr_3075,desktop,PE,active,1238.68,BRL,276,55,1,1454.01
2025-01-26,email,email,1,Empresarial,conversions,IPTU 0,cr_1977,mobile,AL,active,1155.61,BRL,386,57,1,894.95
2025-01-27,email,email,2,Condominio,conversions,Lançamento,cr_7519,mobile,AL,active,581.08,BRL,697,105,4,5391.55
2025-01-27,email,email,3,Office,traffic,Black Friday,cr_6699,mobile,AL,active,1693.63,BRL,403,47,2,1336.63
2025-01-27,email,email,4,Apartamento,conversions,Remarketing,cr_9741,mobile,SE,active,1384.71,BRL,1310,334,10,11079.81
2025-01-27,email,email,2,Condominio,conversions,IPTU 0,cr_2051,mobile,SE,active,1425.65,BRL,291,76,3,4102.18
2025-01-27,email,email,3,Office,traffic,Promo Janeiro,cr_8844,desktop,CE,active,1480.05,BRL,341,94,4,3851.9
2025-01-27,email,email,4,Apartamento,conversions,Promo Janeiro,cr_8028,mobile,PE,active,343.69,BRL,337,73,3,1834.99
2025-01-27,email,email,2,Condominio,conversions,IPTU 0,cr_5421,desktop,AL,active,244.93,BRL,1082,162,6,4890.58
2025-01-27,email,email,4,Apartamento,conversions,Promo Janeiro,cr_9234,mobile,AL,active,619.62,BRL,499,143,5,3156.9
2025-01-27,email,email,5,Casa,awareness,Lançamento,cr_9128,mobile,SE,active,400.02,BRL,901,163,5,6083.72
2025-01-27,email,email,5,Casa,awareness,IPTU 0,cr_8089,desktop,PE,active,238.86,BRL,677,141,3,4019.05
2025-01-28,email,email,2,Condominio,conversions,Promo Janeiro,cr_8658,desktop,AL,active,1744.68,BRL,273,76,2,2256.06
2025-01-28,email,email,2,Condominio,conversions,Black Friday,cr_3321,mobile,SE,active,920.83,BRL,1312,271,8,10991.4
2025-01-28,email,email,3,Office,traffic,Lançamento,cr_1539,desktop,BA,active,102.35,BRL,1368,163,8,5076.67
2025-01-28,email,email,4,Apartamento,conversions,Remarketing,cr_1918,mobile,CE,active,315.73,BRL,1309,198,10,7170.06
2025-01-28,email,email,1,Empresarial,conversions,Lançamento,cr_3354,desktop,PE,active,598.04,BRL,1366,326,18,23405.49
2025-01-28,email,email,5,Casa,awareness,Promo Janeiro,cr_3874,desktop,CE,active,1564.43,BRL,1101,137,7,5423.48
2025-01-28,email,email,5,Casa,awareness,Promo Janeiro,cr_6790,desktop,BA,active,1710.3,BRL,817,94,2,1462.56
2025-01-28,email,email,4,Apartamento,conversions,IPTU 0,cr_1717,mobile,AL,active,553.06,BRL,617,138,6,3833.98
2025-01-28,email,email,5,Casa,awareness,Promo Janeiro,cr_1972,mobile,SE,active,736.3,BRL,1185,254,12,15096.4
2025-01-28,email,email,5,Casa,awareness,Remarketing,cr_9414,mobile,CE,active,215.21,BRL,242,52,2,1292.49
2025-01-29,email,email,5,Casa,awareness,Remarketing,cr_4476,desktop,PE,active,1013.91,BRL,534,101,3,2986.3
2025-01-29,email,email,5,Casa,awareness,Promo Janeiro,cr_6568,mobile,PE,active,1355.1,BRL,507,135,5,4049.68
2025-01-29,email,email,4,Apartamento,conversions,Remarketing,cr_7907,mobile,AL,active,675.05,BRL,1100,265,7,9469.85
2025-01-29,email,email,5,Casa,awareness,Lançamento,cr_6794,mobile,CE,active,217.4,BRL,1400,395,23,20009.07
2025-01-29,email,email,4,Apartamento,conversions,Lançamento,cr_3502,desktop,CE,active,259.87,BRL,968,101,4,3689.38
2025-01-29,email,email,1,Empresarial,conversions,Lançamento,cr_7642,desktop,PE,active,1700.34,BRL,474,68,1,1174.86
2025-01-29,email,email,1,Empresarial,conversions,Promo Janeiro,cr_6712,mobile,AL,active,1601.97,BRL,518,88,4,5308.53
2025-01-29,email,email,4,Apartamento,conversions,Lançamento,cr_6950,desktop,RN,active,777.84,BRL,1359,153,7,10170.32
2025-01-29,email,email,3,Office,traffic,Black Friday,cr_8754,desktop,AL,active,1012.12,BRL,672,109,6,5505.76
2025-01-29,email,email,4,Apartamento,conversions,Black Friday,cr_4932,desktop,CE,active,878.74,BRL,384,75,2,1441.85
2025-01-30,email,email,1,Empresarial,conversions,Promo Janeiro,cr_2963,mobile,SE,active,255.09,BRL,1354,171,3,3289.77
2025-01-30,email,email,4,Apartamento,conversions,Lançamento,cr_3137,mobile,BA,active,1078.32,BRL,513,124,6,3999.87
2025-01-30,email,email,1,Empresarial,conversions,Promo Janeiro,cr_2165,mobile,PE,active,1673.69,BRL,472,99,3,2388.07
2025-01-30,email,email,3,Office,traffic,Lançamento,cr_4646,mobile,PE,active,111.1,BRL,795,215,12,17782.86
2025-01-30,email,email,3,Office,traffic,Remarketing,cr_1460,desktop,AL,active,143.57,BRL,964,270,7,5998.18
2025-01-30,email,email,2,Condominio,conversions,IPTU 0,cr_2577,desktop,SE,active,1366.85,BRL,1041,216,6,6622.06
2025-01-30,email,email,1,Empresarial,conversions,Black Friday,cr_5468,desktop,PE,active,1429.35,BRL,693,147,7,7800.12
2025-01-30,email,email,1,Empresarial,conversions,Remarketing,cr_2940,desktop,SE,active,1618.98,BRL,1399,246,7,6708.2
2025-01-30,email,email,3,Office,traffic,Lançamento,cr_6721,desktop,AL,active,175.17,BRL,1012,103,4,5822.23
2025-01-30,email,email,5,Casa,awareness,Lançamento,cr_9536,mobile,CE,active,1203.49,BRL,448,113,6,6207.65
